word,SINGLE_STRATEGY,WEIGHTED_SINGLE,DOUBLE_STRATEGY,WEIGHTED_DOUBLE,TRIPLE_STRATEGY,WEIGHTED_TRIPLE
genet,7,8,6,5,4,4
genic,8,8,7,5,6,6
genie,5,6,8,8,8,8
genii,5,6,10,9,9,9
genin,7,10,6,9,10,10
genip,9,9,9,7,7,7
genny,9,8,10,8,4,4
genoa,7,4,9,6,4,4
genom,7,7,9,6,3,3
genos,6,6,6,5,4,4
genre,6,6,4,5,4,4
genro,6,4,4,4,3,3
genty,9,8,8,8,5,5
genua,8,6,10,7,5,5
genus,7,7,6,5,8,8
genys,8,8,7,6,6,6
geode,10,10,9,10,7,7
geoff,8,6,11,11,8,8
geoid,6,6,10,8,6,6
geoty,7,6,9,6,5,5
gerah,8,7,7,6,4,4
gerbe,7,6,8,7,6,6
gerim,7,5,8,5,3,3
gerip,8,6,9,6,4,4
germy,13,7,10,6,4,4
gesan,6,6,4,3,5,5
gesso,7,7,7,5,4,4
geste,8,8,6,6,7,7
getae,4,4,8,7,6,6
getah,8,6,7,6,5,5
getic,6,6,7,5,6,6
getup,11,8,10,8,9,9
geyan,9,7,9,8,6,6
ghazi,11,8,7,7,4,4
ghent,8,8,5,5,4,4
ghoom,9,9,7,8,6,6
ghost,7,7,6,6,6,6
ghoul,8,8,6,5,5,5
giant,7,7,5,8,3,3
gibbi,9,11,9,9,7,7
gibby,11,14,13,9,6,6
gibel,8,8,8,7,7,7
giber,13,11,12,11,5,5
gibus,12,9,12,11,6,6
giddy,9,11,13,7,7,7
gigot,9,9,11,9,6,6
giles,8,8,6,6,5,5
gilia,7,9,5,8,7,7
gilia,7,9,5,8,7,7
gilim,8,9,7,9,4,4
gilly,10,12,12,12,5,5
gilpy,10,8,9,8,6,6
gilse,6,5,7,4,5,5
gimel,7,7,7,6,5,5
ginny,11,11,11,6,3,3
ginny,11,11,11,6,3,3
gipon,11,7,6,6,5,5
gippy,10,13,12,8,8,8
girba,7,6,6,7,4,4
girly,6,6,6,4,7,7
girny,9,7,8,6,4,4
girse,6,5,7,6,5,5
girsh,7,5,5,4,6,6
girth,11,9,8,6,6,6
gisla,8,7,5,5,7,7
given,9,7,8,8,4,4
giver,14,12,14,11,4,4
givey,8,9,8,7,5,5
glace,8,7,7,7,4,4
glack,9,9,8,9,4,4
glade,8,8,7,6,3,3
glady,8,10,7,6,6,6
glaga,8,9,4,12,4,4
glaik,8,8,9,7,4,4
glair,4,5,7,5,3,3
glaky,9,10,8,10,5,5
gland,8,8,5,6,3,3
glans,5,6,6,4,4,4
glare,5,6,6,7,2,2
glary,5,6,6,6,3,3
glass,7,6,6,8,6,6
glaum,8,9,7,9,3,3
glaur,4,5,5,4,4,4
glaux,9,10,8,10,8,8
glaze,9,9,9,9,5,5
glazy,10,11,9,12,7,7
gleam,9,8,8,8,3,3
glean,8,5,5,4,4,4
gleba,8,7,7,7,5,5
glebe,7,9,5,8,9,9
glede,6,8,4,8,8,8
gledy,8,9,6,7,7,7
gleed,6,7,4,5,6,6
gleek,7,10,6,7,7,7
gleet,5,8,5,6,8,8
glenn,6,6,6,7,4,4
glent,8,7,6,6,3,3
glial,5,5,7,8,7,7
glide,7,8,6,5,7,7
gliff,11,10,7,8,7,7
glime,8,5,7,7,5,5
glink,10,6,8,7,3,3
glint,6,7,7,7,4,4
glisk,7,7,7,5,7,7
gloam,9,6,6,5,4,4
gloat,9,7,8,7,5,5
globe,9,8,7,7,8,8
globy,8,10,10,12,9,9
gloea,4,5,5,4,4,4
glome,8,7,6,6,4,4
gloom,8,12,9,8,6,6
glore,8,5,8,6,5,5
glory,7,6,6,6,6,6
gloss,7,6,7,6,7,7
glost,6,4,5,5,5,5
glout,7,10,8,7,5,5
glove,10,9,8,8,6,6
gloze,11,10,9,9,9,9
gluck,10,8,9,8,9,9
glued,6,6,8,6,7,7
gluer,8,7,10,10,5,5
gluey,7,7,9,6,8,8
gluma,9,7,5,8,4,4
glume,8,7,8,7,6,6
glump,8,8,9,8,6,6
glynn,6,8,7,7,4,4
glyph,7,8,8,9,8,8
gnarl,4,5,6,4,3,3
gnash,8,5,6,6,3,3
gnawn,7,8,3,6,3,3
gnome,7,9,6,8,3,3
goala,8,10,5,7,5,5
goaty,6,8,8,7,6,6
goave,7,6,8,7,4,4
goban,12,12,10,9,4,4
gobbe,11,7,9,9,8,8
gobby,15,13,11,12,6,6
gobia,9,9,9,9,7,7
gobio,8,7,9,7,5,5
godet,10,9,5,7,6,6
godly,8,11,10,12,5,5
goety,7,7,8,6,6,6
gogga,12,8,11,13,4,4
going,8,7,10,7,7,7
goldi,5,5,6,5,6,6
goldy,7,10,9,8,5,5
goldy,7,10,9,8,5,5
golee,8,6,4,9,6,6
golem,8,9,8,8,4,4
golgi,6,6,7,6,5,5
golly,14,12,13,10,4,4
goloe,7,7,7,6,6,6
golpe,9,5,8,7,7,7
gomer,13,11,12,11,3,3
gonad,8,7,7,5,4,4
gonal,9,8,9,8,3,3
gondi,7,5,5,7,5,5
goner,11,10,9,7,3,3
gonia,6,6,7,7,4,4
gonid,6,6,6,6,6,6
gonne,8,8,5,6,3,3
gonys,8,9,7,8,7,7
goods,11,12,10,11,8,8
goody,11,9,12,11,7,7
goofy,12,10,13,13,9,9
gools,7,7,7,7,5,5
gooma,7,9,7,8,3,3
goose,11,10,9,10,7,7
goosy,9,10,9,9,8,8
goral,12,11,11,8,4,4
goran,9,8,8,6,3,3
gorce,11,8,6,5,5,5
gorer,8,12,6,8,6,6
gorge,12,10,11,9,7,7
goric,12,10,11,9,4,4
gorra,4,8,4,4,4,4
gorry,7,11,6,6,7,7
gorse,10,7,8,7,5,5
gorsy,8,5,8,6,6,6
gossy,11,10,8,8,8,8
gotch,12,11,12,10,5,5
gotha,5,7,6,5,5,5
gotra,6,6,7,5,5,5
gouda,11,8,10,8,5,5
goudy,11,11,9,10,6,6
gouge,11,12,6,10,8,8
goumi,6,6,7,8,5,5
goura,7,7,5,6,4,4
gourd,11,10,8,8,5,5
gouty,10,11,8,9,5,5
gowan,10,10,9,10,5,5
goyim,11,9,10,8,5,5
goyin,7,11,10,7,4,4
goyle,12,5,7,7,5,5
grace,7,6,6,6,8,8
grace,7,6,6,6,8,8
grade,7,6,7,8,6,6
graff,11,7,7,10,7,7
graft,11,6,8,9,6,6
grail,7,6,5,5,3,3
grain,9,7,4,5,2,2
graip,7,7,6,6,5,5
grama,5,8,5,6,2,2
grame,8,7,7,7,2,2
gramp,9,8,5,8,3,3
grand,7,7,6,8,3,3
grane,5,4,4,5,4,4
grank,9,8,7,9,5,5
grano,6,4,4,5,6,6
grant,9,6,4,6,2,2
grant,9,6,4,6,2,2
grape,9,8,7,9,7,7
graph,10,8,7,7,6,6
grapy,9,7,6,8,5,5
grasp,5,5,5,6,5,5
grass,6,6,6,7,7,7
grate,9,8,7,8,3,3
grave,10,9,8,10,4,4
gravy,13,8,7,9,6,6
graze,11,10,10,12,9,9
great,6,5,8,6,4,4
grebe,6,9,7,7,8,8
grebo,8,4,6,6,4,4
grece,5,8,6,6,6,6
greed,7,9,7,6,6,6
greek,8,9,7,7,7,7
green,7,5,5,5,6,6
greet,5,10,6,4,8,8
grege,7,10,8,8,5,5
gregg,9,11,11,5,4,4
grego,9,5,7,7,5,5
grein,4,3,3,5,5,5
greta,4,5,5,5,4,4
grice,7,6,6,5,5,5
gride,8,7,7,7,6,6
grief,8,7,8,6,5,5
griff,9,8,10,10,11,11
griff,9,8,10,10,11,11
grift,8,7,6,8,6,6
grike,10,9,10,11,9,9
grill,9,8,7,5,10,10
grime,8,7,8,9,4,4
grimp,8,7,7,10,5,5
grimy,8,7,9,9,6,6
grind,5,7,5,5,4,4
gripe,7,6,9,10,8,8
gripy,8,7,7,10,9,9
grist,4,2,5,4,5,5
grith,7,7,6,7,6,6
grits,4,3,6,4,6,6
groan,6,6,5,6,4,4
groat,6,4,6,6,4,4
groff,10,10,5,10,9,9
groin,5,6,4,6,5,5
groom,9,6,7,7,4,4
groop,8,7,9,8,8,8
groot,6,6,8,6,5,5
grope,7,7,7,6,7,7
gross,7,6,9,9,8,8
grosz,7,6,10,8,7,7
grouf,9,8,4,8,6,6
group,8,7,9,7,5,5
grout,8,6,8,6,4,4
grove,9,8,10,7,6,6
grovy,9,9,11,9,7,7
growl,9,8,9,6,5,5
grown,6,5,5,7,4,4
grubs,6,6,8,7,6,6
gruel,6,5,6,5,8,8
grues,4,3,5,4,7,7
gruff,10,9,5,10,10,10
gruis,5,4,5,6,6,6
grume,10,5,7,7,5,5
grump,9,8,9,8,5,5
grunt,8,8,5,9,4,4
grush,8,7,9,9,6,6
gruss,6,6,8,9,7,7
gryde,8,7,7,8,9,9
guaba,6,11,8,11,5,5
guaco,9,7,8,6,5,5
guaka,13,12,9,12,6,6
guama,7,10,6,9,3,3
guana,6,8,7,8,2,2
guana,6,8,7,8,2,2
guano,7,7,6,5,4,4
guara,5,9,4,8,3,3
guard,8,8,8,9,3,3
guasa,7,5,7,7,7,7
guato,5,8,8,6,6,6
guava,14,13,10,13,4,4
guaza,15,14,11,14,8,8
gubbo,11,8,9,8,5,5
gucki,8,8,7,6,7,7
gudge,13,14,7,11,11,11
gudok,9,10,8,8,5,5
guess,6,6,7,8,8,8
guest,7,6,8,7,7,7
guffy,15,13,11,10,11,11
gugal,11,13,11,10,6,6
guiba,10,9,8,8,7,7
guide,7,6,8,8,8,8
guido,6,9,7,6,5,5
guige,8,7,6,9,5,5
guijo,8,10,8,7,6,6
guild,10,8,8,8,8,8
guile,6,6,7,6,7,7
guilt,7,8,7,5,6,6
guily,9,6,6,7,7,7
guise,5,4,5,5,9,9
gujar,10,9,8,7,6,6
gulae,5,4,4,3,6,6
gular,6,5,6,5,5,5
gulch,9,10,6,5,9,9
gules,6,6,5,5,7,7
gulfy,11,10,10,8,9,9
gulix,7,7,9,7,7,7
gully,10,13,8,8,7,7
gulpy,9,9,9,7,8,8
gumbo,11,9,8,7,3,3
gumby,11,10,10,8,6,6
gumly,9,8,7,8,7,7
gumma,7,10,8,8,5,5
gummy,12,11,11,9,7,7
gundi,9,8,6,8,6,6
gundy,10,10,9,7,5,5
gunge,10,10,6,9,6,6
gunne,9,9,6,7,4,4
gunny,10,11,7,8,6,6
guppy,14,12,9,9,10,10
guran,8,7,5,3,4,4
gurge,7,7,6,7,7,7
guric,7,6,5,5,5,5
gurly,12,7,6,4,6,6
gurry,11,12,5,9,5,5
gushy,12,8,8,6,7,7
gusla,7,5,4,4,6,6
gusle,7,4,5,4,7,7
gusto,7,6,5,5,3,3
gusty,10,8,7,7,6,6
gutta,6,10,8,8,5,5
gutte,8,7,8,9,8,8
gutti,7,9,7,8,7,7
gutty,12,11,9,7,7,7
guyer,11,9,12,12,6,6
guzul,9,8,8,8,8,8
gweed,8,11,5,9,7,7
gwely,9,9,8,6,7,7
gwine,11,9,6,10,3,3
gyges,10,10,10,6,8,8
gygis,9,10,9,9,6,6
gymel,10,8,10,7,7,7
gynic,10,9,8,10,6,6
gyppo,10,8,9,8,7,7
gypsy,9,6,10,8,8,8
gypsy,9,6,10,8,8,8
gyral,6,5,8,7,5,5
gyric,8,7,6,6,6,6
gyron,10,8,7,7,4,4
gyrus,9,9,8,8,6,6
habab,10,9,8,7,8,8
habbe,11,8,10,9,8,8
habit,7,8,6,5,6,6
hache,9,9,8,8,9,9
hacky,11,9,6,5,7,7
haddo,8,11,10,7,7,7
hades,8,8,7,6,7,7
hadji,11,8,7,7,7,7
hafiz,11,14,9,9,11,11
haggy,14,12,10,9,11,11
hagia,9,9,8,8,5,5
haida,8,6,7,6,5,5
haikh,11,9,8,7,6,6
haily,7,9,6,5,5,5
haine,7,5,7,6,3,3
haire,4,3,4,5,5,5
hairy,9,9,6,5,5,5
hajib,11,12,8,7,9,9
hakam,12,9,7,8,6,6
hakea,5,9,5,9,6,6
hakim,9,10,8,7,5,5
hakka,11,12,11,10,10,10
halal,7,11,4,5,9,9
halch,8,9,6,5,6,6
haler,7,6,4,3,6,6
halma,7,7,4,6,6,6
haloa,6,9,6,6,7,7
halse,6,4,4,3,4,4
halve,8,7,6,4,5,5
hamal,10,10,4,4,4,4
hamal,10,10,4,4,4,4
hamel,11,7,6,4,4,4
hammy,12,11,9,8,6,6
hamsa,8,6,5,5,6,6
hamus,10,8,7,6,4,4
hamza,12,11,6,9,8,8
hance,10,7,7,6,6,6
hanch,9,9,5,6,8,8
handy,10,10,6,5,5,5
hange,6,9,6,5,5,5
hanif,12,12,7,6,6,6
hanky,12,10,7,6,6,6
hanna,7,10,4,7,3,3
hansa,5,6,5,7,6,6
hanse,9,4,5,4,6,6
hanse,9,4,5,4,6,6
haole,5,6,7,6,6,6
haoma,8,7,5,7,7,7
haori,6,5,4,5,6,6
haply,11,7,8,7,6,6
happy,13,8,9,8,10,10
harbi,6,4,7,6,7,7
hardy,10,9,7,8,5,5
harem,9,8,6,5,3,3
harka,10,12,9,6,5,5
harpa,9,8,7,8,6,6
harpy,12,8,8,7,7,7
harry,6,9,5,9,6,6
harry,6,9,5,9,6,6
harsh,7,6,5,6,6,6
hasan,6,7,8,4,6,6
hashy,9,12,8,5,10,10
hasky,9,10,8,4,7,7
hasta,4,6,4,5,6,6
haste,8,4,5,3,6,6
hasty,9,7,7,4,6,6
hatch,11,13,7,13,12,12
hater,9,8,7,5,6,6
hathi,5,6,6,5,6,6
hatti,7,8,6,5,6,6
hatty,11,8,7,6,5,5
hatty,11,8,7,6,5,5
haugh,11,14,8,7,8,8
hauld,9,6,7,6,7,7
haulm,9,7,8,7,4,4
haunt,8,8,7,6,4,4
hausa,7,6,6,6,8,8
hause,8,5,6,6,8,8
havel,11,8,8,5,5,5
haven,12,10,7,6,7,7
haver,15,14,9,7,3,3
havoc,9,8,7,6,9,9
hawer,14,13,10,8,5,5
hawky,14,11,8,7,8,8
hawok,10,13,12,9,10,10
hawse,10,6,7,7,9,9
hayey,8,10,11,10,9,9
hazel,12,10,9,6,6,6
hazel,12,10,9,6,6,6
hazen,12,10,8,7,11,11
hazer,16,15,11,9,6,6
hazle,6,7,8,7,7,7
heady,7,6,8,8,5,5
heald,5,6,7,5,4,4
heaps,6,5,8,4,4,4
heapy,9,10,9,9,7,7
heart,5,6,4,4,3,3
heath,7,8,9,7,7,7
heave,7,8,9,7,4,4
heavy,10,11,10,5,6,6
hecte,8,6,8,8,8,8
heder,8,7,6,5,9,9
hedge,9,10,9,9,7,7
hedgy,9,6,9,7,7,7
heedy,9,8,6,7,5,5
heeze,9,11,7,9,6,6
heezy,11,14,7,9,6,6
hefty,10,8,7,10,9,9
heiau,5,4,9,8,11,11
heidi,6,7,8,7,10,10
heigh,8,9,8,8,7,7
heinz,9,8,6,8,3,3
helen,6,7,4,4,7,7
helge,7,7,8,9,6,6
helio,4,6,8,7,6,6
helix,5,10,9,8,5,5
hello,7,6,5,6,6,6
helly,8,7,6,8,5,5
heloe,6,7,8,6,5,5
helot,6,5,5,4,5,5
helve,8,8,7,9,6,6
hemad,9,7,7,6,7,7
hemal,8,6,7,5,5,5
hemen,8,11,6,5,6,6
hemic,9,11,7,6,6,6
hemin,9,8,6,6,5,5
hemol,7,6,7,4,5,5
hempy,10,11,9,7,7,7
henad,7,5,6,5,7,7
hence,7,7,9,7,8,8
henna,6,8,5,4,4,4
henny,7,10,6,7,3,3
henry,5,5,5,5,6,6
henry,5,5,5,5,6,6
hepar,8,8,8,6,5,5
herat,7,6,7,6,8,8
herby,9,7,11,8,9,9
herem,7,7,5,6,7,7
herma,8,8,7,4,6,6
hermo,6,6,8,5,5,5
herne,6,6,8,5,3,3
heron,7,5,5,3,5,5
herse,7,5,6,5,8,8
hertz,8,7,8,6,7,7
herve,10,8,9,10,9,9
hetty,9,9,6,7,6,6
heuau,9,10,10,9,12,12
heugh,10,9,9,9,7,7
hevea,7,11,7,5,8,8
hewel,9,8,9,8,10,10
hewer,11,9,7,6,10,10
hexad,10,9,9,8,10,10
hexer,12,10,8,7,11,11
hexis,7,7,7,6,6,6
hexyl,9,7,8,8,6,6
hiant,6,6,4,6,4,4
hiate,5,3,3,5,4,4
hided,9,10,5,7,6,6
hider,7,9,7,7,7,7
hield,8,7,5,5,4,4
hienz,8,8,6,6,3,3
hight,11,13,12,12,15,15
hiker,12,11,10,10,11,11
hilch,8,10,6,8,8,8
hilda,8,7,8,7,4,4
hilly,7,10,8,7,5,5
hilsa,7,3,4,4,5,5
hilum,7,9,6,6,4,4
hilus,6,5,5,6,6,6
hinau,8,9,5,4,6,6
hinch,12,14,6,11,9,9
hindi,7,7,5,8,6,6
hindu,10,9,8,7,5,5
hinge,12,9,8,5,5,5
hinny,9,9,8,8,3,3
hiper,10,10,9,9,8,8
hippa,7,6,7,6,7,7
hippo,8,8,10,8,9,9
hippy,9,9,11,8,9,9
hiram,5,4,5,4,4,4
hired,5,5,6,5,4,4
hiren,5,5,5,4,6,6
hirer,5,6,7,8,12,12
hirse,4,3,6,5,5,5
hispa,6,8,6,6,6,6
hitch,10,13,8,14,11,11
hithe,8,4,9,9,8,8
hiver,13,12,8,8,6,6
hives,8,8,8,9,7,7
hoard,6,7,6,6,5,5
hoary,6,6,5,5,6,6
hoast,7,5,8,7,4,4
hobby,13,14,13,12,9,9
hocco,10,9,7,6,8,8
hocky,9,9,8,7,8,8
hocus,8,6,5,6,6,6
hoddy,11,11,10,10,10,10
hogan,11,8,8,7,6,6
hoggy,15,15,12,11,5,5
hogni,8,7,6,9,3,3
hoick,10,9,5,5,7,7
hoise,7,6,6,4,5,5
hoist,6,4,5,5,8,8
hokan,12,9,9,8,10,10
hokey,10,11,8,9,9,9
hokum,12,10,10,8,5,5
holer,7,6,5,5,5,5
holey,5,7,7,6,6,6
holia,7,6,6,5,4,4
holla,8,10,5,5,5,5
hollo,6,8,6,6,7,7
holly,11,7,7,5,5,5
holly,11,7,7,5,5,5
homam,10,9,5,9,8,8
homer,12,10,8,8,5,5
homer,12,10,8,8,5,5
homey,9,10,8,8,6,6
honda,7,7,7,5,5,5
hondo,7,9,8,6,6,6
honey,10,8,9,7,7,7
honor,5,8,5,6,6,6
honzo,9,10,9,7,5,5
hooch,9,10,7,8,9,9
hooey,8,12,9,10,11,11
hoofs,12,7,5,6,7,7
hoofy,11,11,8,10,9,9
hooky,11,10,9,9,7,7
hooly,8,8,7,6,6,6
hoose,9,9,6,7,7,7
hoosh,9,7,7,8,8,8
hoove,8,9,8,8,8,8
hoped,9,9,8,8,5,5
hoper,13,12,9,9,9,9
hoppy,13,13,11,10,11,11
horal,9,8,7,3,3,3
horde,9,6,6,5,7,7
horim,9,7,4,5,4,4
horme,7,5,4,6,5,5
horny,9,6,6,7,4,4
horse,9,6,5,4,6,6
horst,6,4,5,4,5,5
horst,6,4,5,4,5,5
horsy,7,4,6,5,7,7
hosed,10,8,7,7,6,6
hosel,6,5,6,5,6,6
hosta,6,6,6,5,4,4
hotch,9,13,9,12,13,13
hotel,7,7,5,5,5,5
hotly,8,6,8,5,6,6
hotta,7,10,7,9,6,6
hough,13,16,9,9,12,12
hound,10,11,5,7,5,5
houri,6,4,5,5,5,5
house,11,9,6,6,11,11
housy,10,5,6,6,8,8
hovel,9,9,7,6,9,9
hoven,9,10,7,8,6,6
hover,15,13,10,10,7,7
howdy,12,12,11,9,11,11
howea,5,8,6,7,5,5
howel,8,8,8,7,10,10
howff,12,11,9,10,10,10
howso,9,6,8,7,9,9
hoyle,11,9,7,5,5,5
hsuan,7,7,6,4,8,8
huaca,6,11,5,5,3,3
huaco,9,6,8,5,4,4
huari,7,4,4,4,4,4
huave,9,7,7,6,3,3
hubba,12,11,9,7,6,6
hubby,13,10,11,10,12,12
hucho,10,8,6,6,9,9
huffy,13,11,9,11,11,11
hulky,10,10,9,7,6,6
human,10,9,7,6,6,6
humbo,10,8,9,7,4,4
humet,9,7,7,7,5,5
humic,10,9,7,7,5,5
humid,9,9,7,7,6,6
humin,11,8,6,6,5,5
humor,6,7,6,5,4,4
humph,9,11,9,7,8,8
humpy,11,11,10,10,6,6
humus,9,11,7,8,7,7
hunch,10,13,8,11,9,9
hundi,9,7,6,7,5,5
hunks,9,8,7,8,8,8
hunky,10,11,8,8,7,7
hurds,8,7,5,4,5,5
hurly,10,9,7,6,5,5
huron,7,6,5,4,5,5
huron,7,6,5,4,5,5
hurri,5,8,4,5,4,4
hurry,8,10,7,8,5,5
hurst,8,5,6,5,5,5
hurty,7,8,8,9,6,6
husho,8,7,6,7,7,7
husky,10,10,7,7,6,6
husky,10,10,7,7,6,6
hussy,9,6,8,8,7,7
hutch,12,12,9,10,10,10
hutia,5,10,7,6,6,6
huzza,14,14,10,9,7,7
hybla,10,8,6,6,5,5
hydra,8,8,4,4,5,5
hydro,6,8,7,5,4,4
hyena,6,6,6,4,4,4
hying,10,7,5,7,3,3
hyleg,8,9,8,7,7,7
hylic,7,7,7,6,9,9
hymen,9,8,8,9,5,5
hynde,9,8,7,6,7,7
hyoid,9,8,7,8,7,7
hyper,10,9,9,9,8,8
hypha,10,10,7,10,9,9
hypho,9,7,8,7,8,8
hyrax,6,5,7,5,9,9
hyson,8,6,8,6,6,6
iambe,4,3,7,6,5,5
iambi,7,6,7,7,8,8
ianus,5,4,5,4,6,6
iberi,5,7,3,7,4,4
ibota,5,5,6,7,7,7
icaco,8,7,4,5,8,8
iceni,5,6,6,6,3,3
ichor,5,5,4,5,5,5
icica,6,9,7,7,9,9
icily,8,7,6,7,5,5
icing,8,9,5,5,3,3
ictic,6,8,6,7,8,8
ictus,6,6,6,5,5,5
idaho,9,6,6,6,5,5
idaic,8,7,4,6,5,5
idant,5,5,3,7,7,7
iddat,8,8,8,7,6,6
iddio,7,6,7,8,8,8
ideal,5,4,4,3,5,5
idean,6,5,4,3,6,6
idgah,9,8,8,7,7,7
idiom,6,9,7,8,6,6
idiot,5,7,6,9,7,7
idism,7,7,7,6,5,5
idist,7,7,6,6,9,9
idite,7,7,7,9,9,9
idler,4,4,5,5,4,4
idola,6,4,5,6,7,7
idose,6,3,6,5,6,6
idryl,5,5,6,4,5,5
ierne,4,4,4,3,4,4
igara,4,6,5,6,3,3
igdyr,5,7,6,5,5,5
igloo,5,6,6,6,5,5
ihlat,6,5,8,6,8,8
ihram,5,4,6,5,5,5
ijore,6,4,3,9,4,4
ikona,5,4,6,7,4,4
ileac,4,3,5,3,5,5
ileon,5,4,5,5,6,6
ileum,7,6,7,7,5,5
ileus,6,4,5,5,3,3
iliac,7,6,6,6,6,6
iliac,7,6,6,6,6,6
iliad,8,7,5,5,7,7
ilial,4,8,6,7,9,9
ilian,5,4,5,4,6,6
iliau,6,5,7,7,8,8
ilima,5,5,6,7,4,4
ilium,6,7,7,9,5,5
illth,5,6,6,4,7,7
iloko,5,5,6,8,7,7
image,5,4,3,6,2,2
imago,8,6,5,5,3,3
imban,8,7,5,4,2,2
imbat,8,7,6,5,3,3
imbed,5,7,6,5,4,4
imber,7,6,7,6,5,5
imbue,7,5,9,8,4,4
imide,7,6,9,9,3,3
imine,6,5,6,8,2,2
imino,6,5,7,7,3,3
immew,8,8,7,7,5,5
immit,6,7,7,7,5,5
immix,10,10,8,13,6,6
impar,6,5,5,4,3,3
impel,5,5,5,5,5,5
impen,6,4,6,6,3,3
imply,6,5,7,8,5,5
impot,6,6,7,7,4,4
imshi,6,7,7,7,4,4
inaja,5,7,3,9,2,2
inane,4,4,2,6,7,7
inapt,6,5,3,5,5,5
inarm,5,5,3,5,3,3
incan,5,4,6,7,8,8
incog,7,6,7,7,3,3
incur,5,5,5,4,5,5
incus,6,4,5,7,6,6
incut,6,7,7,6,6,6
indan,7,7,7,5,7,7
index,5,6,5,5,6,6
india,6,5,7,8,7,7
indic,6,6,5,6,9,9
indic,6,6,5,6,9,9
indra,6,5,5,4,4,4
indri,4,7,3,7,5,5
indue,7,6,8,6,6,6
indus,7,5,4,6,5,5
indyl,5,6,5,4,8,8
inept,5,5,5,5,4,4
ineri,4,6,2,6,6,6
inerm,6,5,4,6,4,4
inert,5,4,3,4,4,4
infer,8,7,8,7,7,7
infit,7,9,8,7,7,7
infix,8,7,8,8,10,10
infra,8,7,7,6,6,6
inger,6,5,6,5,4,4
ingle,7,7,5,5,5,5
ingot,6,6,6,6,4,4
inial,4,4,5,4,5,5
inigo,6,6,6,6,3,3
inion,5,7,5,7,8,8
injun,7,7,7,8,8,8
inken,6,7,5,5,9,9
inker,7,6,7,6,6,6
inket,7,6,6,5,5,5
inkle,8,8,6,6,6,6
inkra,7,6,6,5,5,5
inlaw,7,6,6,5,6,6
inlay,6,5,5,4,6,6
inlet,5,5,4,3,7,7
inner,4,8,5,4,4,4
innet,6,7,5,6,4,4
inoma,6,6,6,7,4,4
inone,5,6,6,7,4,4
inorb,5,6,4,5,6,6
input,7,6,7,7,7,7
inrub,6,5,5,3,6,6
inrun,5,5,5,4,7,7
insea,4,3,4,3,7,7
insee,4,3,4,6,7,7
inset,5,4,4,5,6,6
inter,5,4,4,3,5,5
intil,4,5,4,5,6,6
intue,6,5,7,6,6,6
inula,5,5,5,5,6,6
inure,5,3,3,6,4,4
inurn,6,9,4,6,7,7
invar,5,4,5,4,5,5
inwit,6,8,7,8,8,8
iodic,7,6,6,9,7,7
iodol,6,6,5,6,8,8
ionic,6,5,5,8,8,8
ionic,6,5,5,8,8,8
iowan,7,6,10,6,8,8
iphis,6,5,7,6,7,7
irade,4,3,5,6,9,9
irani,4,3,4,7,8,8
iraqi,5,4,6,8,6,6
irate,3,2,6,6,7,7
irena,2,2,3,6,3,3
irene,3,4,3,6,4,4
irene,3,4,3,6,4,4
irfan,6,3,3,3,6,6
irgun,5,4,4,6,5,5
irian,5,5,4,6,8,8
irish,5,6,6,7,7,7
iroha,3,3,4,5,5,5
iroko,5,6,4,7,6,6
irone,4,3,4,6,3,3
irony,4,4,4,6,4,4
irpex,4,3,4,4,5,5
irvin,5,6,6,9,10,10
irwin,4,5,7,7,10,10
isaac,3,6,4,4,3,3
isawa,4,4,4,5,6,6
iseum,6,5,4,5,6,6
isiac,4,4,6,6,6,6
islam,6,5,4,3,4,4
islay,5,4,5,4,7,7
islet,4,4,4,4,5,5
islot,4,5,5,4,5,5
ismal,6,5,4,3,4,4
issei,4,4,6,5,4,4
issue,5,4,6,6,7,7
istle,5,3,5,4,5,5
itala,4,5,2,4,4,4
itali,4,4,3,5,6,6
itchy,5,7,6,7,4,4
itcze,7,5,7,6,4,4
itemy,5,6,6,5,5,5
ither,6,5,5,4,3,3
ivied,6,7,6,5,8,8
ivory,6,7,4,7,6,6
ixion,6,7,6,8,7,7
ixora,5,4,6,5,7,7
izard,10,5,4,6,8,8
izote,6,4,8,7,6,6
iztle,6,5,7,6,6,6
izumi,8,7,7,10,6,6
jabia,13,14,7,8,6,6
jabot,9,8,9,8,7,7
jabul,11,7,9,7,10,10
jacal,9,9,9,7,9,9
jacko,10,7,7,6,8,8
jacky,13,11,11,11,8,8
jacob,10,8,7,6,6,6
jaded,15,11,10,11,13,13
jagat,8,12,8,7,5,5
jager,15,13,14,10,5,5
jaggy,16,15,14,14,5,5
jagir,11,11,9,8,5,5
jagla,9,7,8,9,4,4
jagua,9,13,8,14,4,4
jahve,13,9,9,8,9,9
jaime,8,5,10,6,5,5
jaina,7,7,4,8,3,3
jakes,12,12,11,9,7,7
jakob,12,12,12,11,7,7
jakun,9,7,8,7,8,8
jalap,9,9,8,7,7,7
jaman,13,11,7,6,7,7
jambo,12,10,9,8,6,6
james,7,7,6,5,7,7
jamie,9,5,8,7,6,6
jammy,14,12,11,9,11,11
janet,6,8,5,4,5,5
janos,8,7,7,6,4,4
jantu,9,9,8,7,5,5
janua,11,8,10,11,7,7
janus,8,7,7,6,10,10
japan,6,16,11,10,8,8
